"city","country","roundabout_count"
"Schattenhalb","Switzerland",1
"Schoonebeek","Netherlands",1
"Schwenksville","United States",1
"Scio Township","United States",1
"Scio Township ","United States",1
"Scituate","United States",1
"Scoresby","Australia",1
"Scotchtown","United States",1
"Scotts Hill","United States",1
"Seabeck","United States",1
"Seabrook","Australia",1
"Seabrook","United States",1
"Seacliff","Australia",1
"Seaton Burn","United Kingdom",1
"Seaton Delaval","United Kingdom",1
"Seberang Ulu I","Indonesia",1
"Secaucus","United States",1
"Security-Widefield","United States",1
"Sedalia","United States",1
"Sedgefield","United Kingdom",1
"Seghill","United Kingdom",1
"Sel","Norway",1
"Selargius","Italy",1
"Selivanikhinskiy","Russia",1
"Selje","Norway",1
"Sellersburg","United States",1
"Selly Oak","United Kingdom",1
"Selma","United States",1
"Semaphore","Australia",1
"Semaphore Park","Australia",1
"Semaphore South","Australia",1
"Serebryanyy Bor","Russia",1
"Seserlig","Russia",1
"Sesto Fiorentino","Italy",1
"Sevastopol","United States",1
"Severalls Industrial Park","United Kingdom",1
"Severna Park","United States",1
"Seville Grove","Australia",1
"Seward","United States",1
"Seymour","Australia",1
"Shafer","United States",1
"Shaker Heights","United States",1
"Shallotte","United States",1
"Shandon","United Kingdom",1
"Shankhouse","United Kingdom",1
"Sharjah City","United Arab Emirates",1
"Sharm El Sheikh","Egypt",1
"Sharnbrook","United Kingdom",1
"Sharon","United States",1
"Sharpsburg","United States",1
"Shasta Lake","United States",1
"Shearwater","Australia",1
"Shediac","Canada",1
"Shediac Parish","Canada",1
"Sheidow Park","Australia",1
"Shelby Township","United States",1
"Sheldon","Australia",1
"Shelly Beach","Australia",1
"Shelter Island","United States",1
"Shelton","United States",1
"Shenandoah","United States",1
"Shenbei New Area","China",1
"Shenley Brook End","United Kingdom",1
"Shenley Church End","United Kingdom",1
"Shepparton","Australia",1
"Sherbourne","United Kingdom",1
"Sherburn House","United Kingdom",1
"Shermans Dale","United States",1
"Sherwood Forest","United States",1
"Shevington","United Kingdom",1
"Shiloh","United States",1
"Shipley","United Kingdom",1
"Shipyard","United States",1
"Shiremoor","United Kingdom",1
"Shkodër","Albania",1
"Shoal Point","Australia",1
"Shore Acres","United States",1
"Shoreline","United States",1
"Shoreview","United States",1
"Shortsville","United States",1
"Shrewsbury","United Kingdom",1
"Si Ka Fu Ta Shi","Iceland",1
"Si Sunthon","Thailand",1
"Siauliai","Lithuania",1
"Sicamous","Canada",1
"Sierra Vista","United States",1
"Signature Lakes","United States",1
"Silt","United States",1
"Silverknowes","United Kingdom",1
"Simpsonville","United States",1
"Sint Odiliënberg","Netherlands",1
"Siren","United States",1
"Sister Lakes","United States",1
"Sisters","United States",1
"Sittersdorf","Austria",1
"Sittingbourne","United Kingdom",1
"Skarżysko-Kamienna","Poland",1
"Skegness","United Kingdom",1
"Skogstorp","Sweden",1
"Skopje","North Macedonia",1
"SkutskÃ¤r","Sweden",1
"Skye","Australia",1
"Skærbæk","Denmark",1
"Slacks Creek","Australia",1
"Slade Point","Australia",1
"Slatina","Bulgaria",1
"Sleepy Eye","United States",1
"Slinger","United States",1
"Slite","Sweden",1
"Slough","United Kingdom",1
"Slušovice","Czechia",1
"Slyne","United Kingdom",1
"Smederevo","Serbia",1
"Smithfield Plains","Australia",1
"Smithsland South","Ireland",1
"Smithtown","United States",1
"Smithville","United States",1
"Smolenka","Russia",1
"Sobreda","Portugal",1
"Sogndal","Norway",1
"Soledad","United States",1
"Solomons","United States",1
"Solomontown","Australia",1
"Sombor","Serbia",1
"Somersby","Australia",1
"Somerton Park","Australia",1
"Songbei District","China",1
"Soo Township","United States",1
"Sooke","Canada",1
"Sorrento","United States",1
"South Bathurst","Australia",1
"South Bowenfels","Australia",1
"South Bunbury","Australia",1
"South Central","United States",1
"South Coogee","Australia",1
"South Dixie","United States",1
"South Franklin","United States",1
"South Gundagai","Australia",1
"South Hadley","United States",1
"South Haven Township","United States",1
"South Heaton","United Kingdom",1
"South Hill","United States",1
"South Holland","United States",1
"South Hurstville","Australia",1
"South Kilvington","United Kingdom",1
"South Kingstown","United States",1
"South Laurel","United States",1
"South Los Angeles","United States",1
"South Lyon","United States",1
"South Morang","Australia",1
"South Murwillumbah","Australia",1
"South Normanton","United Kingdom",1
"South Park Township","United States",1
"South Patrick Shores","United States",1
"South Point","United States",1
"South Portland","United States",1
"South Pudsey","United Kingdom",1
"South Side","United Kingdom",1
"South Snyderville Basin","United States",1
"South Wales","United States",1
"South Windsor","United States",1
"Southampton","United Kingdom",1
"Southaven","United States",1
"Southern Orchards","United States",1
"Southern River","Australia",1
"Southhouse","United Kingdom",1
"Southsea","United Kingdom",1
"Southwest","United States",1
"Southwood","United States",1
"Spalding","Australia",1
"Spanish River Land","United States",1
"Spassk-Dal’niy","Russia",1
"Spearfish","United States",1
"Speers Point","Australia",1
"Spekholzerheide","Netherlands",1
"Spencer Park","Australia",1
"Spennymoor","United Kingdom",1
"Split","Croatia",1
"Spotsylvania","United States",1
"Spring","United States",1
"Spring Branch East","United States",1
"Spring Creek","New Zealand",1
"Spring Farm","Australia",1
"Spring Grove","United States",1
"Spring Grove Plantation","United States",1
"Spring Gully","Australia",1
"Spring Mills","United States",1
"Springboro","United States",1
"Springfield Lakes","Australia",1
"Springfield Township","United States",1
"Springvale","Australia",1
"Sremska Mitrovica","Serbia",1
"St Agnes","Australia",1
"St Albans","United States",1
"St Andrews","Australia",1
"St George's (Bermuda)","Bermuda",1
"St Joost","Netherlands",1
"St Leo","United States",1
"St Louis Park","United States",1
"St Marys","Australia",1
"St-Georges","Canada",1
"St-Hyacinthe","Canada",1
"St-Roch-Ouest","Canada",1
"St. Croix Falls","United States",1
"St. George","Bermuda",1
"St.-Étienne","France",1
"Stallings","United States",1
"Stanley Bridge","Canada",1
"Stanmore Bay","New Zealand",1
"Stanton","United States",1
"Stanwell Tops","Australia",1
"Stargard Szczeciński","Poland",1
"Starke","United States",1
"Starkville","United States",1
"Staroderevyankovskaya","Russia",1
"Staré Město","Czechia",1
"Statesville","United States",1
"Steijl","Netherlands",1
"Steilacoom","United States",1
"Steinbach","Canada",1
"Stellarton","Canada",1
"Stenhousemuir","United Kingdom",1
"Stephens City","United States",1
"Stephenson","United States",1
"Stepps","United Kingdom",1
"Steubenville","United States",1
"Stevens Point","United States",1
"Stevenson","United States",1
"Stevenston","United Kingdom",1
"Stevensville","United States",1
"Stewartstown","United States",1
"Stobhill","United Kingdom",1
"Stocksund","Sweden",1
"Stoke","New Zealand",1
"Stoke D’Abernon","United Kingdom",1
"Stoke-on-Trent","United Kingdom",1
"Stone Castle","United Kingdom",1
"Stone Mountain Park","United States",1
"Stonebridge","United States",1
"Stonefield","United States",1
"Stonehaven","United Kingdom",1
"Stoneville","Australia",1
"Stony Brook","United States",1
"Stopiņu novads","Latvia",1
"Stormont","United Kingdom",1
"Storrs","United States",1
"Straiton","United Kingdom",1
"Stranraer","United Kingdom",1
"Strathalbyn","Australia",1
"Stratham","United States",1
"Strathclyde Business Park","United Kingdom",1
"Strathcona County","Canada",1
"Strathfieldsaye","Australia",1
"Strawtown","United States",1
"Straß in Steiermark","Austria",1
"Strenči","Latvia",1
"Strzemieszyce Małe","Poland",1
"Stuarts Draft","United States",1
"Sturgeon Bay","United States",1
"Sturgeon County","Canada",1
"Suamico","United States",1
"Suceava","Romania",1
"Sucre","Bolivia",1
"Sugar Grove","United States",1
"Sugar Hill","United States",1
"Sugar House","United States",1
"Sulphur","United States",1
"Sultan","United States",1
"Summit Park","United States",1
"Summit Township","United States",1
"Summit West","United States",1
"Sun City","United States",1
"Sun Valley","Australia",1
"Sunnybank","Australia",1
"Sunnynook","New Zealand",1
"Sunset","United States",1
"Sunset Beach","Australia",1
"Sunset Beach","United States",1
"Sunset Lakes","United States",1
"Sunshine","Australia",1
"Surfside","United States",1
"Surprise","United States",1
"Sutela","Finland",1
"Sutherland","Australia",1
"Suttontown","Australia",1
"Suwalki","Poland",1
"Sučany","Slovakia",1
"Svente Parish","Latvia",1
"Sveta Nedelja","Croatia",1
"Sveti Martin na Muri","Croatia",1
"Sviadnov","Czechia",1
"Swalmen","Netherlands",1
"Swampscott","United States",1
"Swan View","Australia",1
"Swanley","United Kingdom",1
"Swansea","Australia",1
"Swansea","United States",1
"Swarthmore","United States",1
"Swedesboro","United States",1
"Sycamore Township","United States",1
"Sydney River","Canada",1
"Sylva","United States",1
"Sylvania","United States",1
"Szekszárd","Hungary",1
"Szigethalom","Hungary",1
"Sárvár","Hungary",1
"São Luís","Brazil",1
"São Marcos","Portugal",1
"São Paulo","Brazil",1
"Söderby","Sweden",1
"Søborg","Denmark",1
"Tacna","Peru",1
"Tadcaster","United Kingdom",1
"Tahouitat El Ghadir","Lebanon",1
"Tailem Bend","Australia",1
"Tain","United Kingdom",1
"Takanini","New Zealand",1
"Takatsuki City","Japan",1
"Taku/Campbell","United States",1
"Talkeetna","United States",1
"Tallyns Reach","United States",1
"Tama City","Japan",1
"Tamborine Mountain","Australia",1
"Taminda","Australia",1
"Tampa (Ybor City)","United States",1
"Tampa Heights","United States",1
"Tamuning","United States",1
"Taneytown","United States",1
"Tanilba Bay","Australia",1
"Tapa","Estonia",1
"Tappström","Sweden",1
"Tarbock","United Kingdom",1
"Tarboro","United States",1
"Taringa","Australia",1
"Tartu Parish","Estonia",1
"Tashtagol","Russia",1
"Tatabánya","Hungary",1
"Tatton","Australia",1
"Tauragės seniūnija","Lithuania",1
"Tavarede","Portugal",1
"Tawstock","United Kingdom",1
"Taylors","United States",1
"Taylorstown","United Kingdom",1
"Taylorville","United States",1
"Te Anau","New Zealand",1
"Te Awamutu","New Zealand",1
"Te Kowhai","New Zealand",1
"Te Kuiti","New Zealand",1
"Te Puna","New Zealand",1
"Tea Gardens","Australia",1
"Teaneck","United States",1
"Tecumseh","Canada",1
"Telarah","Australia",1
"Temmels","Germany",1
"Temple Hill","United Kingdom",1
"Temple View","New Zealand",1
"Templestowe","Australia",1
"Templestowe Lower","Australia",1
"Temryuk","Russia",1
"Terregles","United Kingdom",1
"Terschuur","Netherlands",1
"Tetovo","North Macedonia",1
"Tewantin","Australia",1
"Tewksbury","United States",1
"Thane","India",1
"The Acre","United States",1
"The Aurora Highlands","United States",1
"The Basin","Australia",1
"The Braids","United Kingdom",1
"The Dalles","United States",1
"The Downs","United Kingdom",1
"The Farm","United States",1
"The Gap","Australia",1
"The Hermitage","United Kingdom",1
"The Set","United States",1
"The Village of Shipman's Landing","United States",1
"The Vines","Australia",1
"Thibodaux","United States",1
"Thomastown","Australia",1
"Thorigné-Fouillard","France",1
"Thorne","United Kingdom",1
"Thornlie","Australia",1
"Thorold","Canada",1
"Thrumster","Australia",1
"Thursby","United Kingdom",1
"Thônex","Switzerland",1
"Thủy Phù","Vietnam",1
"Tierra Verde","United States",1
"Tiffin","United States",1
"Tillsonburg","Canada",1
"Timaru","New Zealand",1
"Timiron","Israel",1
"Tindale Crescent","United Kingdom",1
"Tinglev","Denmark",1
"Tinsley","United Kingdom",1
"Tipp City","United States",1
"Tipperary","Ireland",1
"Tirau","New Zealand",1
"Tiszabezdéd","Hungary",1
"Tiverton","United States",1
"Toa Alta","United States",1
"Toano","United States",1
"Tolland","Australia",1
"Tolmin","Slovenia",1
"Tom's Creek","United States",1
"Tomelilla","Sweden",1
"Tomiya","Japan",1
"Tooele","United States",1
"Toolooa","Australia",1
"Toongabbie","Australia",1
"Toormina","Australia",1
"Toowong","Australia",1
"Toowoomba","Australia",1
"Topock","United States",1
"Toppenish","United States",1
"Tore","United Kingdom",1
"Tornyiszentmiklós","Hungary",1
"Toronto","Australia",1
"Toronto","United Kingdom",1
"Torquay","Australia",1
"Torviscosa","Italy",1
"Totnes","United Kingdom",1
"Tours","France",1
"Town Centre","United Kingdom",1
"Town Park","United States",1
"Town and Country","United States",1
"Town of Meyers","United States",1
"Townparks","Ireland",1
"Townsend","Australia",1
"Towson","United States",1
"Toxteth","United Kingdom",1
"Trabia","Italy",1
"Tradition","United States",1
"Traditions","United States",1
"Travelers Rest","United States",1
"Travellers Rest","Australia",1
"Travilah","United States",1
"Tregear","Australia",1
"Trier","Germany",1
"Trilby","United States",1
"Trinidad","United States",1
"Trinity Beach","Australia",1
"Troitsk","Russia",1
"Trollbäcken","Sweden",1
"Troon","United Kingdom",1
"Tropic","United States",1
"Trosa","Sweden",1
"Troutville","United States",1
"Trumbull","United States",1
"Truro","Canada",1
"Träkvista","Sweden",1
"Tsentral'noye","Russia",1
"Tualatin","United States",1
"Tuchoměřice","Czechia",1
"Tuckahoe","United States",1
"Tuggeranong","Australia",1
"Tugun","Australia",1
"Tuil","Netherlands",1
"Tula","Russia",1
"Tullimbar","Australia",1
"Tullinge","Sweden",1
"Tullnerbach","Austria",1
"Tully","Australia",1
"Tulun","Russia",1
"Tuncurry","Australia",1
"Tungelsta","Sweden",1
"Turin","United States",1
"Turramurra","Australia",1
"Tuscaoosa","United States",1
"Tuttle West","United States",1
"Tuusula","Finland",1
"Tuxedo","United States",1
"Tweed Heads","Australia",1
"Tweed Heads South","Australia",1
"Tweed Heads West","Australia",1
"Twin City","United States",1
"Twin Falls","United States",1
"Two Rocks","Australia",1
"Twyford","New Zealand",1
"Tyabb","Australia",1
"Tyburn","United Kingdom",1
"Tyendinaga","Canada",1
"Tyringe","Sweden",1
"Tzur Itzhak","Israel",1
"Tåstrup","Denmark",1
"Töcksfors","Sweden",1
"Tønder","Denmark",1
"UC Irvine","United States",1
"Udon Thani","Thailand",1
"Ueckermünde","Germany",1
"Ufa","Russia",1
"Ugdanskoye","Russia",1
"Ukmergė","Lithuania",1
"Ulan-Ude","Russia",1
"Ulcinj (Montenegro)","Montenegro",1
"Ulvila","Finland",1
"Uman","Ukraine",1
"Unanderra","Australia",1
"Union Gap","United States",1
"Union Hill","United States",1
"Unity Village","United States",1
"University","United States",1
"University City","United States",1
"University Park","United States",1
"University of California-Irvine","United States",1
"Unterseen","Switzerland",1
"Upper Allen Township","United States",1
"Upper Fulbrook","United Kingdom",1
"Upper Lake","United States",1
"Upper St Clair","United States",1
"Ust-Kut","Russia",1
"Ust’-Abakan","Russia",1
"Utena","Lithuania",1
"Uxbridge","Canada",1
"Uzhhorod","Ukraine",1
"Vajnory","Slovakia",1
"Val-d’Or","Canada",1
"Valdese","United States",1
"Valka","Latvia",1
"Vallarta Norte","Mexico",1
"Vallarta San Jorge","Mexico",1
"Vallejo","United States",1
"Vallensbæk","Denmark",1
"Van Wert","United States",1
"Varde","Denmark",1
"Varik","Netherlands",1
"Varna","Bulgaria",1
"Varsity Lakes","Australia",1
"Varėna","Lithuania",1
"Varėnos seniūnija","Lithuania",1
"Vasse ","Australia",1
"Vathí","Greece",1
"Vaucluse","Australia",1
"Vaucresson","France",1
"Vaudreuil-Dorion","Canada",1
"Vega","Sweden",1
"Vejbystrand","Sweden",1
"Velikiye Luki","Russia",1
"VendelsÃ¶","Sweden",1
"Ventnor","Australia",1
"Ventura","United States",1
"Venus Bay","Australia",1
"Verdun","Australia",1
"Verkh-Tulinskiy","Russia",1
